question_id,option_order,option_text
science-science-check-79-what-0100,1,6
science-science-check-79-what-0100,2,8
science-science-check-79-what-0100,3,4
geography-what-is-the-capital-0001,0,Paris
geography-what-is-the-capital-0001,1,Tokyo
geography-what-is-the-capital-0001,2,Brasilia
geography-what-is-the-capital-0001,3,Ottawa
geography-paris-is-the-capital-0002,0,Brazil
geography-paris-is-the-capital-0002,1,Japan
geography-paris-is-the-capital-0002,2,Canada
geography-paris-is-the-capital-0002,3,France
geography-what-is-the-capital-0003,0,Tokyo
geography-what-is-the-capital-0003,1,Brasilia
geography-what-is-the-capital-0003,2,Paris
geography-what-is-the-capital-0003,3,Ottawa
geography-tokyo-is-the-capital-0004,0,Brazil
geography-tokyo-is-the-capital-0004,1,Canada
geography-tokyo-is-the-capital-0004,2,France
geography-tokyo-is-the-capital-0004,3,Japan
geography-what-is-the-capital-0005,0,Paris
geography-what-is-the-capital-0005,1,Ottawa
geography-what-is-the-capital-0005,2,Tokyo
geography-what-is-the-capital-0005,3,Brasilia
geography-ottawa-is-the-capital-0006,0,Canada
geography-ottawa-is-the-capital-0006,1,Brazil
geography-ottawa-is-the-capital-0006,2,Japan
geography-ottawa-is-the-capital-0006,3,France
geography-what-is-the-capital-0007,0,Ottawa
geography-what-is-the-capital-0007,1,Paris
geography-what-is-the-capital-0007,2,Brasilia
geography-what-is-the-capital-0007,3,Tokyo
geography-brasilia-is-the-capital-0008,0,France
geography-brasilia-is-the-capital-0008,1,Japan
geography-brasilia-is-the-capital-0008,2,Brazil
geography-brasilia-is-the-capital-0008,3,Canada
geography-what-is-the-capital-0009,0,Paris
geography-what-is-the-capital-0009,1,Tokyo
geography-what-is-the-capital-0009,2,Canberra
geography-what-is-the-capital-0009,3,Ottawa
geography-canberra-is-the-capital-0010,0,Canada
geography-canberra-is-the-capital-0010,1,Japan
geography-canberra-is-the-capital-0010,2,Australia
geography-canberra-is-the-capital-0010,3,France
geography-what-is-the-capital-0011,0,Paris
geography-what-is-the-capital-0011,1,Ottawa
geography-what-is-the-capital-0011,2,Tokyo
geography-what-is-the-capital-0011,3,New Delhi
geography-new-delhi-is-the-0012,0,Canada
geography-new-delhi-is-the-0012,1,India
geography-new-delhi-is-the-0012,2,Japan
geography-new-delhi-is-the-0012,3,France
geography-what-is-the-capital-0013,0,Tokyo
geography-what-is-the-capital-0013,1,Cairo
geography-what-is-the-capital-0013,2,Paris
geography-what-is-the-capital-0013,3,Ottawa
geography-cairo-is-the-capital-0014,0,Egypt
geography-cairo-is-the-capital-0014,1,France
geography-cairo-is-the-capital-0014,2,Japan
geography-cairo-is-the-capital-0014,3,Canada
geography-what-is-the-capital-0015,0,Paris
geography-what-is-the-capital-0015,1,Ottawa
geography-what-is-the-capital-0015,2,Tokyo
geography-what-is-the-capital-0015,3,Nairobi
geography-nairobi-is-the-capital-0016,0,Japan
geography-nairobi-is-the-capital-0016,1,France
geography-nairobi-is-the-capital-0016,2,Kenya
geography-nairobi-is-the-capital-0016,3,Canada
geography-what-is-the-capital-0017,0,Paris
geography-what-is-the-capital-0017,1,Ottawa
geography-what-is-the-capital-0017,2,Mexico City
geography-what-is-the-capital-0017,3,Tokyo
geography-mexico-city-is-the-0018,0,Japan
geography-mexico-city-is-the-0018,1,Canada
geography-mexico-city-is-the-0018,2,Mexico
geography-mexico-city-is-the-0018,3,France
geography-what-is-the-capital-0019,0,Tokyo
geography-what-is-the-capital-0019,1,Madrid
geography-what-is-the-capital-0019,2,Paris
geography-what-is-the-capital-0019,3,Ottawa
geography-madrid-is-the-capital-0020,0,Spain
geography-madrid-is-the-capital-0020,1,France
geography-madrid-is-the-capital-0020,2,Japan
geography-madrid-is-the-capital-0020,3,Canada
geography-what-is-the-capital-0021,0,Rome
geography-what-is-the-capital-0021,1,Tokyo
geography-what-is-the-capital-0021,2,Ottawa
geography-what-is-the-capital-0021,3,Paris
geography-rome-is-the-capital-0022,0,Canada
geography-rome-is-the-capital-0022,1,Italy
geography-rome-is-the-capital-0022,2,France
geography-rome-is-the-capital-0022,3,Japan
geography-what-is-the-capital-0023,0,Ottawa
geography-what-is-the-capital-0023,1,Tokyo
geography-what-is-the-capital-0023,2,Paris
geography-what-is-the-capital-0023,3,Oslo
geography-oslo-is-the-capital-0024,0,Norway
geography-oslo-is-the-capital-0024,1,Japan
geography-oslo-is-the-capital-0024,2,France
geography-oslo-is-the-capital-0024,3,Canada
geography-what-is-the-capital-0025,0,Tokyo
geography-what-is-the-capital-0025,1,Ottawa
geography-what-is-the-capital-0025,2,Stockholm
geography-what-is-the-capital-0025,3,Paris
geography-stockholm-is-the-capital-0026,0,Canada
geography-stockholm-is-the-capital-0026,1,France
geography-stockholm-is-the-capital-0026,2,Sweden
geography-stockholm-is-the-capital-0026,3,Japan
geography-what-is-the-capital-0027,0,Ottawa
geography-what-is-the-capital-0027,1,Helsinki
geography-what-is-the-capital-0027,2,Tokyo
geography-what-is-the-capital-0027,3,Paris
geography-helsinki-is-the-capital-0028,0,France
geography-helsinki-is-the-capital-0028,1,Canada
geography-helsinki-is-the-capital-0028,2,Finland
geography-helsinki-is-the-capital-0028,3,Japan
geography-what-is-the-capital-0029,0,Paris
geography-what-is-the-capital-0029,1,Tokyo
geography-what-is-the-capital-0029,2,Ottawa
geography-what-is-the-capital-0029,3,Athens
geography-athens-is-the-capital-0030,0,Greece
geography-athens-is-the-capital-0030,1,Canada
geography-athens-is-the-capital-0030,2,Japan
geography-athens-is-the-capital-0030,3,France
geography-what-is-the-capital-0031,0,Tokyo
geography-what-is-the-capital-0031,1,Paris
geography-what-is-the-capital-0031,2,Ottawa
geography-what-is-the-capital-0031,3,Buenos Aires
geography-buenos-aires-is-the-0032,0,Argentina
geography-buenos-aires-is-the-0032,1,France
geography-buenos-aires-is-the-0032,2,Japan
geography-buenos-aires-is-the-0032,3,Canada
geography-what-is-the-capital-0033,0,Ottawa
geography-what-is-the-capital-0033,1,Paris
geography-what-is-the-capital-0033,2,Tokyo
geography-what-is-the-capital-0033,3,Santiago
geography-santiago-is-the-capital-0034,0,Canada
geography-santiago-is-the-capital-0034,1,Chile
geography-santiago-is-the-capital-0034,2,Japan
geography-santiago-is-the-capital-0034,3,France
geography-what-is-the-capital-0035,0,Paris
geography-what-is-the-capital-0035,1,Tokyo
geography-what-is-the-capital-0035,2,Lima
geography-what-is-the-capital-0035,3,Ottawa
geography-lima-is-the-capital-0036,0,France
geography-lima-is-the-capital-0036,1,Japan
geography-lima-is-the-capital-0036,2,Peru
geography-lima-is-the-capital-0036,3,Canada
geography-what-is-the-capital-0037,0,Paris
geography-what-is-the-capital-0037,1,Ottawa
geography-what-is-the-capital-0037,2,Tokyo
geography-what-is-the-capital-0037,3,Seoul
geography-seoul-is-the-capital-0038,0,South Korea
geography-seoul-is-the-capital-0038,1,Japan
geography-seoul-is-the-capital-0038,2,France
geography-seoul-is-the-capital-0038,3,Canada
geography-what-is-the-capital-0039,0,Bangkok
geography-what-is-the-capital-0039,1,Paris
geography-what-is-the-capital-0039,2,Ottawa
geography-what-is-the-capital-0039,3,Tokyo
geography-bangkok-is-the-capital-0040,0,France
geography-bangkok-is-the-capital-0040,1,Thailand
geography-bangkok-is-the-capital-0040,2,Japan
geography-bangkok-is-the-capital-0040,3,Canada
geography-what-is-the-capital-0041,0,Paris
geography-what-is-the-capital-0041,1,Ankara
geography-what-is-the-capital-0041,2,Ottawa
geography-what-is-the-capital-0041,3,Tokyo
geography-ankara-is-the-capital-0042,0,Turkey
geography-ankara-is-the-capital-0042,1,Canada
geography-ankara-is-the-capital-0042,2,France
geography-ankara-is-the-capital-0042,3,Japan
geography-what-is-the-capital-0043,0,Tokyo
geography-what-is-the-capital-0043,1,Abuja
geography-what-is-the-capital-0043,2,Ottawa
geography-what-is-the-capital-0043,3,Paris
geography-abuja-is-the-capital-0044,0,Japan
geography-abuja-is-the-capital-0044,1,Canada
geography-abuja-is-the-capital-0044,2,France
geography-abuja-is-the-capital-0044,3,Nigeria
geography-what-is-the-capital-0045,0,Tokyo
geography-what-is-the-capital-0045,1,Paris
geography-what-is-the-capital-0045,2,Pretoria
geography-what-is-the-capital-0045,3,Ottawa
geography-pretoria-is-the-capital-0046,0,Canada
geography-pretoria-is-the-capital-0046,1,Japan
geography-pretoria-is-the-capital-0046,2,France
geography-pretoria-is-the-capital-0046,3,South Africa
geography-what-is-the-capital-0047,0,Paris
geography-what-is-the-capital-0047,1,Jakarta
geography-what-is-the-capital-0047,2,Ottawa
geography-what-is-the-capital-0047,3,Tokyo
geography-jakarta-is-the-capital-0048,0,France
geography-jakarta-is-the-capital-0048,1,Canada
geography-jakarta-is-the-capital-0048,2,Indonesia
geography-jakarta-is-the-capital-0048,3,Japan
geography-what-is-the-capital-0049,0,Ottawa
geography-what-is-the-capital-0049,1,Hanoi
geography-what-is-the-capital-0049,2,Tokyo
geography-what-is-the-capital-0049,3,Paris
geography-hanoi-is-the-capital-0050,0,Vietnam
geography-hanoi-is-the-capital-0050,1,Canada
geography-hanoi-is-the-capital-0050,2,France
geography-hanoi-is-the-capital-0050,3,Japan
geography-what-is-the-capital-0051,0,Tokyo
geography-what-is-the-capital-0051,1,Ottawa
geography-what-is-the-capital-0051,2,Paris
geography-what-is-the-capital-0051,3,Wellington
geography-wellington-is-the-capital-0052,0,Canada
geography-wellington-is-the-capital-0052,1,Japan
geography-wellington-is-the-capital-0052,2,France
geography-wellington-is-the-capital-0052,3,New Zealand
geography-what-is-the-capital-0053,0,Ottawa
geography-what-is-the-capital-0053,1,Lisbon
geography-what-is-the-capital-0053,2,Tokyo
geography-what-is-the-capital-0053,3,Paris
geography-lisbon-is-the-capital-0054,0,France
geography-lisbon-is-the-capital-0054,1,Japan
geography-lisbon-is-the-capital-0054,2,Canada
geography-lisbon-is-the-capital-0054,3,Portugal
geography-what-is-the-capital-0055,0,Paris
geography-what-is-the-capital-0055,1,Warsaw
geography-what-is-the-capital-0055,2,Tokyo
geography-what-is-the-capital-0055,3,Ottawa
geography-warsaw-is-the-capital-0056,0,Poland
geography-warsaw-is-the-capital-0056,1,Canada
geography-warsaw-is-the-capital-0056,2,France
geography-warsaw-is-the-capital-0056,3,Japan
geography-what-is-the-capital-0057,0,Tokyo
geography-what-is-the-capital-0057,1,Paris
geography-what-is-the-capital-0057,2,Ottawa
geography-what-is-the-capital-0057,3,Dublin
geography-dublin-is-the-capital-0058,0,Japan
geography-dublin-is-the-capital-0058,1,Ireland
geography-dublin-is-the-capital-0058,2,France
geography-dublin-is-the-capital-0058,3,Canada
geography-what-is-the-capital-0059,0,Ottawa
geography-what-is-the-capital-0059,1,Paris
geography-what-is-the-capital-0059,2,Tokyo
geography-what-is-the-capital-0059,3,Rabat
geography-rabat-is-the-capital-0060,0,Canada
geography-rabat-is-the-capital-0060,1,France
geography-rabat-is-the-capital-0060,2,Japan
geography-rabat-is-the-capital-0060,3,Morocco
geography-on-which-continent-is-0061,0,Europe
geography-on-which-continent-is-0061,1,Africa
geography-on-which-continent-is-0061,2,Asia
geography-on-which-continent-is-0061,3,South America
geography-on-which-continent-is-0062,0,Africa
geography-on-which-continent-is-0062,1,Asia
geography-on-which-continent-is-0062,2,Europe
geography-on-which-continent-is-0062,3,South America
geography-on-which-continent-is-0063,0,Asia
geography-on-which-continent-is-0063,1,Africa
geography-on-which-continent-is-0063,2,Europe
geography-on-which-continent-is-0063,3,South America
geography-on-which-continent-is-0064,0,Africa
geography-on-which-continent-is-0064,1,Asia
geography-on-which-continent-is-0064,2,Europe
geography-on-which-continent-is-0064,3,South America
geography-on-which-continent-is-0065,0,Africa
geography-on-which-continent-is-0065,1,South America
geography-on-which-continent-is-0065,2,Europe
geography-on-which-continent-is-0065,3,Asia
geography-on-which-continent-is-0066,0,Asia
geography-on-which-continent-is-0066,1,South America
geography-on-which-continent-is-0066,2,Africa
geography-on-which-continent-is-0066,3,Europe
geography-on-which-continent-is-0067,0,Africa
geography-on-which-continent-is-0067,1,Asia
geography-on-which-continent-is-0067,2,South America
geography-on-which-continent-is-0067,3,Europe
geography-on-which-continent-is-0068,0,Asia
geography-on-which-continent-is-0068,1,Africa
geography-on-which-continent-is-0068,2,South America
geography-on-which-continent-is-0068,3,Europe
geography-on-which-continent-is-0069,0,Asia
geography-on-which-continent-is-0069,1,South America
geography-on-which-continent-is-0069,2,Africa
geography-on-which-continent-is-0069,3,Europe
geography-on-which-continent-is-0070,0,South America
geography-on-which-continent-is-0070,1,Europe
geography-on-which-continent-is-0070,2,Africa
geography-on-which-continent-is-0070,3,Asia
geography-on-which-continent-is-0071,0,Asia
geography-on-which-continent-is-0071,1,Europe
geography-on-which-continent-is-0071,2,South America
geography-on-which-continent-is-0071,3,Africa
geography-on-which-continent-is-0072,0,Asia
geography-on-which-continent-is-0072,1,South America
geography-on-which-continent-is-0072,2,Europe
geography-on-which-continent-is-0072,3,Africa
geography-on-which-continent-is-0073,0,Africa
geography-on-which-continent-is-0073,1,Asia
geography-on-which-continent-is-0073,2,South America
geography-on-which-continent-is-0073,3,Europe
geography-on-which-continent-is-0074,0,Africa
geography-on-which-continent-is-0074,1,South America
geography-on-which-continent-is-0074,2,Europe
geography-on-which-continent-is-0074,3,Asia
geography-on-which-continent-is-0075,0,South America
geography-on-which-continent-is-0075,1,Asia
geography-on-which-continent-is-0075,2,Africa
geography-on-which-continent-is-0075,3,Europe
geography-on-which-continent-is-0076,0,South America
geography-on-which-continent-is-0076,1,Europe
geography-on-which-continent-is-0076,2,Asia
geography-on-which-continent-is-0076,3,Africa
geography-on-which-continent-is-0077,0,Europe
geography-on-which-continent-is-0077,1,Asia
geography-on-which-continent-is-0077,2,Africa
geography-on-which-continent-is-0077,3,South America
geography-on-which-continent-is-0078,0,Europe
geography-on-which-continent-is-0078,1,Africa
geography-on-which-continent-is-0078,2,Asia
geography-on-which-continent-is-0078,3,South America
geography-on-which-continent-is-0079,0,Asia
geography-on-which-continent-is-0079,1,South America
geography-on-which-continent-is-0079,2,Africa
geography-on-which-continent-is-0079,3,Europe
geography-on-which-continent-is-0080,0,Asia
geography-on-which-continent-is-0080,1,Europe
geography-on-which-continent-is-0080,2,South America
geography-on-which-continent-is-0080,3,Africa
geography-on-which-continent-is-0081,0,Asia
geography-on-which-continent-is-0081,1,Europe
geography-on-which-continent-is-0081,2,South America
geography-on-which-continent-is-0081,3,Africa
geography-on-which-continent-is-0082,0,Asia
geography-on-which-continent-is-0082,1,Africa
geography-on-which-continent-is-0082,2,South America
geography-on-which-continent-is-0082,3,Europe
geography-on-which-continent-is-0083,0,Asia
geography-on-which-continent-is-0083,1,Africa
geography-on-which-continent-is-0083,2,Europe
geography-on-which-continent-is-0083,3,South America
geography-on-which-continent-is-0084,0,South America
geography-on-which-continent-is-0084,1,Asia
geography-on-which-continent-is-0084,2,Africa
geography-on-which-continent-is-0084,3,Europe
geography-on-which-continent-is-0085,0,Europe
geography-on-which-continent-is-0085,1,North America
geography-on-which-continent-is-0085,2,Asia
geography-on-which-continent-is-0085,3,Africa
geography-on-which-continent-is-0086,0,Africa
geography-on-which-continent-is-0086,1,Asia
geography-on-which-continent-is-0086,2,North America
geography-on-which-continent-is-0086,3,Europe
geography-on-which-continent-is-0087,0,Africa
geography-on-which-continent-is-0087,1,North America
geography-on-which-continent-is-0087,2,Asia
geography-on-which-continent-is-0087,3,Europe
geography-on-which-continent-is-0088,0,Africa
geography-on-which-continent-is-0088,1,North America
geography-on-which-continent-is-0088,2,Asia
geography-on-which-continent-is-0088,3,Europe
geography-on-which-continent-is-0089,0,Asia
geography-on-which-continent-is-0089,1,Africa
geography-on-which-continent-is-0089,2,North America
geography-on-which-continent-is-0089,3,Europe
geography-on-which-continent-is-0090,0,North America
geography-on-which-continent-is-0090,1,Africa
geography-on-which-continent-is-0090,2,Europe
geography-on-which-continent-is-0090,3,Asia
geography-on-which-continent-is-0091,0,Asia
geography-on-which-continent-is-0091,1,Oceania
geography-on-which-continent-is-0091,2,Europe
geography-on-which-continent-is-0091,3,Africa
geography-on-which-continent-is-0092,0,Europe
geography-on-which-continent-is-0092,1,Asia
geography-on-which-continent-is-0092,2,Africa
geography-on-which-continent-is-0092,3,Oceania
geography-on-which-continent-is-0093,0,Oceania
geography-on-which-continent-is-0093,1,Africa
geography-on-which-continent-is-0093,2,Asia
geography-on-which-continent-is-0093,3,Europe
geography-on-which-continent-is-0094,0,Africa
geography-on-which-continent-is-0094,1,Oceania
geography-on-which-continent-is-0094,2,Europe
geography-on-which-continent-is-0094,3,Asia
geography-on-which-continent-is-0095,0,Asia
geography-on-which-continent-is-0095,1,Oceania
geography-on-which-continent-is-0095,2,Europe
geography-on-which-continent-is-0095,3,Africa
geography-on-which-continent-is-0096,0,Africa
geography-on-which-continent-is-0096,1,Asia
geography-on-which-continent-is-0096,2,Oceania
geography-on-which-continent-is-0096,3,Europe
geography-if-you-move-up-0097,0,South
geography-if-you-move-up-0097,1,East
geography-if-you-move-up-0097,2,West
geography-if-you-move-up-0097,3,North
geography-if-the-sun-rises-0098,0,North
geography-if-the-sun-rises-0098,1,East
geography-if-the-sun-rises-0098,2,South
geography-if-the-sun-rises-0098,3,West
geography-if-the-sun-sets-0099,0,East
geography-if-the-sun-sets-0099,1,North
geography-if-the-sun-sets-0099,2,West
geography-if-the-sun-sets-0099,3,South
geography-which-ocean-is-the-0100,0,Atlantic Ocean
geography-which-ocean-is-the-0100,1,Arctic Ocean
geography-which-ocean-is-the-0100,2,Pacific Ocean
geography-which-ocean-is-the-0100,3,Indian Ocean
history-who-was-the-first-0001,0,Susan B. Anthony
history-who-was-the-first-0001,1,Abraham Lincoln
history-who-was-the-first-0001,2,George Washington
history-who-was-the-first-0001,3,Martin Luther King Jr.
history-who-led-the-u-s-0002,0,Martin Luther King Jr.
history-who-led-the-u-s-0002,1,Abraham Lincoln
history-who-led-the-u-s-0002,2,George Washington
history-who-led-the-u-s-0002,3,Susan B. Anthony
history-who-fought-for-civil-0003,0,George Washington
history-who-fought-for-civil-0003,1,Martin Luther King Jr.
history-who-fought-for-civil-0003,2,Susan B. Anthony
history-who-fought-for-civil-0003,3,Abraham Lincoln
history-who-worked-for-women-s-0004,0,Abraham Lincoln
history-who-worked-for-women-s-0004,1,Susan B. Anthony
history-who-worked-for-women-s-0004,2,George Washington
history-who-worked-for-women-s-0004,3,Martin Luther King Jr.
history-who-helped-enslaved-people-0005,0,Martin Luther King Jr.
history-who-helped-enslaved-people-0005,1,Harriet Tubman
history-who-helped-enslaved-people-0005,2,George Washington
history-who-helped-enslaved-people-0005,3,Abraham Lincoln
history-who-refused-to-give-0006,0,Martin Luther King Jr.
history-who-refused-to-give-0006,1,Abraham Lincoln
history-who-refused-to-give-0006,2,George Washington
history-who-refused-to-give-0006,3,Rosa Parks
history-who-invented-practical-electric-0007,0,George Washington
history-who-invented-practical-electric-0007,1,Thomas Edison
history-who-invented-practical-electric-0007,2,Martin Luther King Jr.
history-who-invented-practical-electric-0007,3,Abraham Lincoln
history-who-invented-the-telephone-0008,0,Abraham Lincoln
history-who-invented-the-telephone-0008,1,Alexander Graham Bell
history-who-invented-the-telephone-0008,2,Martin Luther King Jr.
history-who-invented-the-telephone-0008,3,George Washington
history-who-built-and-flew-0009,0,George Washington
history-who-built-and-flew-0009,1,Martin Luther King Jr.
history-who-built-and-flew-0009,2,Abraham Lincoln
history-who-built-and-flew-0009,3,Wright brothers
history-who-was-first-person-0010,0,Abraham Lincoln
history-who-was-first-person-0010,1,Martin Luther King Jr.
history-who-was-first-person-0010,2,George Washington
history-who-was-first-person-0010,3,Neil Armstrong
history-who-was-a-famous-0011,0,Martin Luther King Jr.
history-who-was-a-famous-0011,1,George Washington
history-who-was-a-famous-0011,2,Abraham Lincoln
history-who-was-a-famous-0011,3,Amelia Earhart
history-who-organized-farm-workers-0012,0,George Washington
history-who-organized-farm-workers-0012,1,Martin Luther King Jr.
history-who-organized-farm-workers-0012,2,Abraham Lincoln
history-who-organized-farm-workers-0012,3,Cesar Chavez
history-who-helped-guide-the-0013,0,Martin Luther King Jr.
history-who-helped-guide-the-0013,1,Abraham Lincoln
history-who-helped-guide-the-0013,2,Sacagawea
history-who-helped-guide-the-0013,3,George Washington
history-who-helped-write-and-0014,0,Abraham Lincoln
history-who-helped-write-and-0014,1,Benjamin Franklin
history-who-helped-write-and-0014,2,Martin Luther King Jr.
history-who-helped-write-and-0014,3,George Washington
history-who-sailed-from-europe-0015,0,Martin Luther King Jr.
history-who-sailed-from-europe-0015,1,Abraham Lincoln
history-who-sailed-from-europe-0015,2,George Washington
history-who-sailed-from-europe-0015,3,Christopher Columbus
history-who-made-major-discoveries-0016,0,Abraham Lincoln
history-who-made-major-discoveries-0016,1,Martin Luther King Jr.
history-who-made-major-discoveries-0016,2,Marie Curie
history-who-made-major-discoveries-0016,3,George Washington
history-who-helped-create-modern-0017,0,Florence Nightingale
history-who-helped-create-modern-0017,1,Martin Luther King Jr.
history-who-helped-create-modern-0017,2,Abraham Lincoln
history-who-helped-create-modern-0017,3,George Washington
history-who-helped-fly-one-0018,0,Orville Wright
history-who-helped-fly-one-0018,1,Abraham Lincoln
history-who-helped-fly-one-0018,2,Martin Luther King Jr.
history-who-helped-fly-one-0018,3,George Washington
history-who-was-the-first-0019,0,Martin Luther King Jr.
history-who-was-the-first-0019,1,Valentina Tereshkova
history-who-was-the-first-0019,2,George Washington
history-who-was-the-first-0019,3,Abraham Lincoln
history-who-helped-build-the-0020,0,Martin Luther King Jr.
history-who-helped-build-the-0020,1,Abraham Lincoln
history-who-helped-build-the-0020,2,George Washington
history-who-helped-build-the-0020,3,Alexander Hamilton
history-in-what-year-did-0021,0,1781
history-in-what-year-did-0021,1,1796
history-in-what-year-did-0021,2,1776
history-in-what-year-did-0021,3,1766
history-which-event-happened-in-0022,0,U.S. Declaration of Independence was signed
history-which-event-happened-in-0022,1,World War I began
history-which-event-happened-in-0022,2,American Civil War began
history-which-event-happened-in-0022,3,American Civil War ended
history-in-what-year-did-0023,0,1866
history-in-what-year-did-0023,1,1851
history-in-what-year-did-0023,2,1861
history-in-what-year-did-0023,3,1881
history-in-what-year-did-0024,0,1885
history-in-what-year-did-0024,1,1855
history-in-what-year-did-0024,2,1865
history-in-what-year-did-0024,3,1870
history-in-what-year-did-0025,0,1904
history-in-what-year-did-0025,1,1914
history-in-what-year-did-0025,2,1919
history-in-what-year-did-0025,3,1934
history-in-what-year-did-0026,0,1965
history-in-what-year-did-0026,1,1950
history-in-what-year-did-0026,2,1935
history-in-what-year-did-0026,3,1945
history-in-what-year-did-0027,0,1989
history-in-what-year-did-0027,1,1969
history-in-what-year-did-0027,2,1959
history-in-what-year-did-0027,3,1974
history-in-what-year-did-0028,0,1979
history-in-what-year-did-0028,1,1994
history-in-what-year-did-0028,2,2009
history-in-what-year-did-0028,3,1989
history-in-what-year-did-0029,0,2012
history-in-what-year-did-0029,1,2027
history-in-what-year-did-0029,2,2007
history-in-what-year-did-0029,3,1997
history-in-what-year-did-0030,0,1955
history-in-what-year-did-0030,1,1945
history-in-what-year-did-0030,2,1975
history-in-what-year-did-0030,3,1960
history-in-what-year-did-0031,0,1430
history-in-what-year-did-0031,1,1460
history-in-what-year-did-0031,2,1440
history-in-what-year-did-0031,3,1445
history-in-what-year-did-0032,0,1792
history-in-what-year-did-0032,1,1777
history-in-what-year-did-0032,2,1807
history-in-what-year-did-0032,3,1787
history-in-what-year-did-0033,0,1803
history-in-what-year-did-0033,1,1793
history-in-what-year-did-0033,2,1823
history-in-what-year-did-0033,3,1808
history-in-what-year-did-0034,0,1903
history-in-what-year-did-0034,1,1923
history-in-what-year-did-0034,2,1908
history-in-what-year-did-0034,3,1893
history-in-what-year-did-0035,0,1969
history-in-what-year-did-0035,1,1984
history-in-what-year-did-0035,2,1954
history-in-what-year-did-0035,3,1964
history-in-what-year-did-0036,0,1935
history-in-what-year-did-0036,1,1945
history-in-what-year-did-0036,2,1950
history-in-what-year-did-0036,3,1965
history-pyramids-at-giza-is-0037,0,China
history-pyramids-at-giza-is-0037,1,Ancient Greece
history-pyramids-at-giza-is-0037,2,Ancient Egypt
history-pyramids-at-giza-is-0037,3,Ancient Rome
history-great-wall-is-most-0038,0,China
history-great-wall-is-most-0038,1,Ancient Rome
history-great-wall-is-most-0038,2,Ancient Greece
history-great-wall-is-most-0038,3,Ancient Egypt
history-parthenon-is-most-closely-0039,0,Ancient Rome
history-parthenon-is-most-closely-0039,1,Ancient Egypt
history-parthenon-is-most-closely-0039,2,China
history-parthenon-is-most-closely-0039,3,Ancient Greece
history-colosseum-is-most-closely-0040,0,Ancient Egypt
history-colosseum-is-most-closely-0040,1,Ancient Greece
history-colosseum-is-most-closely-0040,2,China
history-colosseum-is-most-closely-0040,3,Ancient Rome
history-machu-picchu-is-most-0041,0,China
history-machu-picchu-is-most-0041,1,Inca civilization
history-machu-picchu-is-most-0041,2,Ancient Greece
history-machu-picchu-is-most-0041,3,Ancient Egypt
history-taj-mahal-is-most-0042,0,China
history-taj-mahal-is-most-0042,1,India
history-taj-mahal-is-most-0042,2,Ancient Greece
history-taj-mahal-is-most-0042,3,Ancient Egypt
history-stonehenge-is-most-closely-0043,0,China
history-stonehenge-is-most-closely-0043,1,Ancient Egypt
history-stonehenge-is-most-closely-0043,2,United Kingdom
history-stonehenge-is-most-closely-0043,3,Ancient Greece
history-moai-statues-is-most-0044,0,China
history-moai-statues-is-most-0044,1,Ancient Greece
history-moai-statues-is-most-0044,2,Easter Island
history-moai-statues-is-most-0044,3,Ancient Egypt
history-chichen-itza-is-most-0045,0,Ancient Greece
history-chichen-itza-is-most-0045,1,China
history-chichen-itza-is-most-0045,2,Maya civilization
history-chichen-itza-is-most-0045,3,Ancient Egypt
history-petra-is-most-closely-0046,0,Ancient Egypt
history-petra-is-most-closely-0046,1,Ancient Greece
history-petra-is-most-closely-0046,2,Nabataean civilization
history-petra-is-most-closely-0046,3,China
history-history-timeline-1-which-0047,0,1776
history-history-timeline-1-which-0047,1,1771
history-history-timeline-1-which-0047,2,1783
history-history-timeline-1-which-0047,3,1791
history-history-timeline-2-which-0048,0,1787
history-history-timeline-2-which-0048,1,1782
history-history-timeline-2-which-0048,2,1794
history-history-timeline-2-which-0048,3,1802
history-history-timeline-3-which-0049,0,1803
history-history-timeline-3-which-0049,1,1798
history-history-timeline-3-which-0049,2,1810
history-history-timeline-3-which-0049,3,1818
history-history-timeline-4-which-0050,0,1861
history-history-timeline-4-which-0050,1,1856
history-history-timeline-4-which-0050,2,1868
history-history-timeline-4-which-0050,3,1876
history-history-timeline-5-which-0051,0,1865
history-history-timeline-5-which-0051,1,1860
history-history-timeline-5-which-0051,2,1872
history-history-timeline-5-which-0051,3,1880
history-history-timeline-6-which-0052,0,1903
history-history-timeline-6-which-0052,1,1898
history-history-timeline-6-which-0052,2,1910
history-history-timeline-6-which-0052,3,1918
history-history-timeline-7-which-0053,0,1945
history-history-timeline-7-which-0053,1,1940
history-history-timeline-7-which-0053,2,1952
history-history-timeline-7-which-0053,3,1960
history-history-timeline-8-which-0054,0,1969
history-history-timeline-8-which-0054,1,1964
history-history-timeline-8-which-0054,2,1976
history-history-timeline-8-which-0054,3,1984
history-history-timeline-9-which-0055,0,1776
history-history-timeline-9-which-0055,1,1771
history-history-timeline-9-which-0055,2,1783
history-history-timeline-9-which-0055,3,1791
history-history-timeline-10-which-0056,0,1787
history-history-timeline-10-which-0056,1,1782
history-history-timeline-10-which-0056,2,1794
history-history-timeline-10-which-0056,3,1802
history-history-timeline-11-which-0057,0,1803
history-history-timeline-11-which-0057,1,1798
history-history-timeline-11-which-0057,2,1810
history-history-timeline-11-which-0057,3,1818
history-history-timeline-12-which-0058,0,1861
history-history-timeline-12-which-0058,1,1856
